Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
"MIX335_MP_STEAMCOUNTSEC","DB0002,W0032",Word,1,R/W,1000,,,,,,,,,,"Mixer 335 Steam count sec",
"305GS100SV","DB0024,W2086",Word,1,R/W,1000,,,,,,,,,,"Frigiv lågekontakt 305GS100  setpunkter",
"MIX335_MP_STEAMCOUNTMIN","DB0002,W0034",Word,1,R/W,1000,,,,,,,,,,"Mixer 335 Steam count min",
"MX335_BATCHIDFLAV_B","DB0150,W0026",Word,1,R/W,1000,,,,,,,,,,"Batchid for batch high word",
"MIX335_MP_STEAMCOUNTHOUR","DB0002,W0036",Word,1,R/W,1000,,,,,,,,,,"Mixer 335 Steam count hour",
"305GS101SV","DB0034,W0680",Word,1,R/W,1000,,,,,,,,,,"Sigte i drift Mixer 305 setpunkter",
"MIX325_MP_STEAMCOUNTSEC","DB0002,W0022",Word,1,R/W,1000,,,,,,,,,,"Mixer 325 Steam count sec",
"MX335_BATCHIDFLAV_A","DB0150,W0024",Word,1,R/W,1000,,,,,,,,,,"Batchid for batch low word",
"MIX325_MP_STEAMCOUNTMIN","DB0002,W0024",Word,1,R/W,1000,,,,,,,,,,"Mixer 325 Steam count min",
"305GS102SV","DB0034,W0690",Word,1,R/W,1000,,,,,,,,,,"Sigte installeret Mixer 305 setpunkter",
"MIX325_MP_STEAMCOUNTHOUT","DB0002,W0026",Word,1,R/W,1000,,,,,,,,,,"Mixer 325 Steam count hour",
"MX335_BATCHIDFLAV","DB0150,D0024",DWord,1,R/W,1000,,,,,,,,,,"Batchid for batch flavour",
"MIX315_MP_STEAMCOUNTSEC","DB0002,W0012",Word,1,R/W,1000,,,,,,,,,,"Mixer 315 Steam count sec",
"305GS103SV","DB0034,W0700",Word,1,R/W,1000,,,,,,,,,,"Sikkerhedskreds tømning ok Mixer 305 set",
"MIX315_MP_STEAMCOUNTMIN","DB0002,W0014",Word,1,R/W,1000,,,,,,,,,,"Mixer 315 Steam count min",
"MX335_BATCHIDB","DB0150,W0002",Word,1,R/W,1000,,,,,,,,,,"Batchid for batch high word",
"MIX315_MP_STEAMCOUNTHOUR","DB0002,W0016",Word,1,R/W,1000,,,,,,,,,,"Mixer 315 Steam count hour",
"305GS170SV","DB0034,W0070",Word,1,R/W,1000,,,,,,,,,,"CIP retur mixer setpunkter",
"MIX305_MP_STEAMCOUNTSEC","DB0002,W0002",Word,1,R/W,1000,,,,,,,,,,"Mixer 305 Steam count sec",
"MX335_BATCHIDA","DB0150,W0000",Word,1,R/W,1000,,,,,,,,,,"Batchid for batch low word",
"MIX305_MP_STEAMCOUNTMIN","DB0002,W0004",Word,1,R/W,1000,,,,,,,,,,"Mixer 305 Steam count min",
"305M400SV","DB0024,W2688",Word,1,R/W,1000,,,,,,,,,,"Start udsugning Mixer 305  setpunkter",
"MIX305_MP_STEAMCOUNTHOUR","DB0002,W0006",Word,1,R/W,1000,,,,,,,,,,"Mixer 305 Steam count hour",
"MX335_MP_MIX_TEMPSTEAMBEFORCIP","DB0150,D0716",DWord,1,R/W,1000,,,,,,,,,,"Temp. steam before CIP",
"SVS670_MP_SOVS_PASTHYSBUND","DB0151,D0488",DWord,1,R/W,1000,,,,,,,,,,"Hysterese under setpunkt",
"MEL200_T281_VTUDVEJ","DB0083,D1304",DWord,1,R/W,1000,,,,,,,,,,"Holdevægt tank udvejning",
"SVS670_MP_SOVSKØLETID","DB0151,D0428",DWord,1,R/W,1000,,,,,,,,,,"Tid for kølining filter",
"305NH180FV","DB0048,D0200",DWord,1,R/W,1000,,,,,,,,,,"Float settings",
"MX335_BATCHID","DB0150,D0000",DWord,1,R/W,1000,,,,,,,,,,"Batchid for batch",
"MEL200_T281_VTKONTROL","DB0083,D1300",DWord,1,R/W,1000,,,,,,,,,,"Holdevægt tank kontrol",
"MX325_TIMERRUNNING","DB0078,W0132",Word,1,R/W,1000,,,,,,,,,,"Drifttidstæller mixer 325",
"MX325_TIMERNH3","DB0078,W0154",Word,1,R/W,1000,,,,,,,,,,"Timer nh3 måling mixer 325",
"305NH180SV","DB0047,W0040",Word,1,R/W,1000,,,,,,,,,,"NH3 måling Mixer 305 setpunkter",
"MEL200_T281_RVAREID","DB0083,D1296",DWord,1,R/W,1000,,,,,,,,,,"RåvareID tank 281",
"MX325_TIMEREFTERHOLD","DB0078,W0264",Word,1,R/W,1000,,,,,,,,,,"Timer måling efter holdeperide mixer 325",
"MEL200_T281_DISP09","DB0083,D1340",DWord,1,R/W,1000,,,,,,,,,,"Disponibel",
"305P900SV","DB0024,W0000",Word,1,R/W,1000,,,,,,,,,,"Cirk. Pumpe Mixer 305  setpunkter",
"MEL200_T281_DISP08","DB0083,D1336",DWord,1,R/W,1000,,,,,,,,,,"Disponibel",
"SVS670_MP_SOVS_ST80","DB0151,D0456",DWord,1,R/W,1000,,,,,,,,,,"Tid hvor 600AV101 og 600AV103 er åben un",
"MX335_MP_MIX_TIDSTEAMBEFORECIP","DB0150,W0720",Word,1,R/W,1000,,,,,,,,,,"Time steam ok before CIP",
"SVS670_MP_SOVSCIP","DB0151,D0400",DWord,1,R/W,1000,,,,,,,,,,"Hastighed for 615SC100 under CIP",
"SVS670_MP_MAX_DIFFCOUNT","DB1600,W0094",Word,1,R/W,1000,,,,,,,,,,"Antal gange der skal være stabil vægt",
"SVS670_MP_MAX_DIFF","DB1600,D0090",DWord,1,R/W,1000,,,,,,,,,,"Max difference i vægt ved stabil vægt",
"MX335_MP_NH3TID","DB0150,W0448",Word,1,R/W,1000,,,,,,,,,,"Tid mellem NH3 måling",
"MX335_MP_OFF305AV104","DB0150,D0462",DWord,1,R/W,1000,,,,,,,,,,"AV104 Off tid",
"SVS670_MP_EFTERLOBVAND","DB1600,D0098",DWord,1,R/W,1000,,,,,,,,,,"Efterløbsmængde vand",
"SVS670_MP_EFTERLOBPROB","DB1600,D0102",DWord,1,R/W,1000,,,,,,,,,,"Efterløbsmængde probylen glycol",
"SVS670_MP_EFTERLOBGLYC","DB1600,D0106",DWord,1,R/W,1000,,,,,,,,,,"Efterløbsmængde glyc.",
"279WT100FV","DB0048,D1440",DWord,1,R/W,1000,,,,,,,,,,"Float settings",
"SVS670_MP_SOVS_ST90","DB0151,D0452",DWord,1,R/W,1000,,,,,,,,,,"Tid hvor 600AV705 er åben under CIP",
"MX305_RP_ADDSALTTEMP","DB0081,D0266",DWord,1,R/W,1000,,,,,,,,,,"Produkttemp. Tilsætning salt",
"SVS670_MP_SOVS_ST100","DB0151,D0448",DWord,1,R/W,1000,,,,,,,,,,"Tid hvor 600AV102 er åben under CIP",
"MX305_RP_ADDSODASPEED","DB0081,D0290",DWord,1,R/W,1000,,,,,,,,,,"Hastighed tilsætning soda 3xxSC100",
"279M100SV","DB0024,W1820",Word,1,R/W,1000,,,,,,,,,,"Udtræk silo 279  setpunkter",
"MEL200_T281_DISP07","DB0083,D1332",DWord,1,R/W,1000,,,,,,,,,,"Disponibel",
"MX305_RP_ADDSODATEMP","DB0081,D0294",DWord,1,R/W,1000,,,,,,,,,,"Produkttemp. Tilsætning soda",
"MX335_MP_ON305AV104","DB0150,D0458",DWord,1,R/W,1000,,,,,,,,,,"AV104 On tid",
"MEL200_T281_DISP06","DB0083,D1328",DWord,1,R/W,1000,,,,,,,,,,"Disponibel",
"305PS190SV","DB0034,W0450",Word,1,R/W,1000,,,,,,,,,,"Tryksikring mixer 305 setpunkter",
"MEL200_T281_DISP05","DB0083,D1324",DWord,1,R/W,1000,,,,,,,,,,"Disponibel",
"278WT100SV","DB0047,W0280",Word,1,R/W,1000,,,,,,,,,,"Vejetransmitter silo 15 setpunkter",
"SVS670_MIXER","DB0151,D0012",DWord,1,R/W,1000,,,,,,,,,,"Mixer",
"MEL200_T281_DISP04","DB0083,D1320",DWord,1,R/W,1000,,,,,,,,,,"Disponibel",
"SVS670_MAENGDE","DB0151,D0008",DWord,1,R/W,1000,,,,,,,,,,"Recept mængde",
"305PT400FV","DB0048,D2360",DWord,1,R/W,1000,,,,,,,,,,"Float settings",
"MX335_MP_ON305AV190","DB0150,D0466",DWord,1,R/W,1000,,,,,,,,,,"AV190 on tid",
"MX335_RP_REVPASTON","DB0150,W0746",Word,1,R/W,1000,,,,,,,,,,"3xxSC100 Tid on Pasteruisering reverse",
"MX335_RP_REVPASTSPEED","DB0150,D0750",DWord,1,R/W,1000,,,,,,,,,,"3xxSC100 Hastighed Pasteruisering revers",
"MX335_RP_REVPROCOFF","DB0150,W0764",Word,1,R/W,1000,,,,,,,,,,"3xxSC100 Tid off processperiode reverse",
"305PT400SV","DB0047,W0472",Word,1,R/W,1000,,,,,,,,,,"Tryk ventilation setpunkter",
"MEL200_T281_DISP03","DB0083,D1316",DWord,1,R/W,1000,,,,,,,,,,"Disponibel",
"MEL200_T281_DISP02","DB0083,D1312",DWord,1,R/W,1000,,,,,,,,,,"Disponibel",
"MEL200_T281_DISP01","DB0083,D1308",DWord,1,R/W,1000,,,,,,,,,,"Disponibel",
"305SC100AFV","DB0054,D0080",DWord,1,R/W,1000,,,,,,,,,,"AO for VLT Mixer 305 setpunkter",
"MEL200_T281_DATABLOCK","DB0083,W1294",Word,1,R/W,1000,,,,,,,,,,"Datablok tank 281",
"MEL200_T280_VTUDVEJ","DB0083,D1254",DWord,1,R/W,1000,,,,,,,,,,"Holdevægt tank udvejning",
"305SC100FV","DB0067,D0000",DWord,1,R/W,1000,,,,,,,,,,"Splitrange controler mixer 305",
"MX335_MP_REVERSE","DB0150,D0642",DWord,1,R/W,1000,,,,,,,,,,"Mixer tid retur under CIP",
"305SC100SV","DB0024,W1960",Word,1,R/W,1000,,,,,,,,,,"VLT Mixer 305  setpunkter",
"MEL200_T280_VTKONTROL","DB0083,D1250",DWord,1,R/W,1000,,,,,,,,,,"Holdevægt tank kontrol",
"MX335_MP_SCALEHØJ","DB0150,D0578",DWord,1,R/W,1000,,,,,,,,,,"Skalering høj output 335PID100",
"MEL200_T280_RVAREID","DB0083,D1246",DWord,1,R/W,1000,,,,,,,,,,"RåvareID tank 280",
"305SC400AFV","DB0054,D0340",DWord,1,R/W,1000,,,,,,,,,,"AO for VLT Ventilation 305 setpunkter",
"MEL200_T280_DISP09","DB0083,D1290",DWord,1,R/W,1000,,,,,,,,,,"Disponibel",
"MEL200_T280_DISP08","DB0083,D1286",DWord,1,R/W,1000,,,,,,,,,,"Disponibel",
"MEL200_T280_DISP07","DB0083,D1282",DWord,1,R/W,1000,,,,,,,,,,"Disponibel",
"305SC400SV","DB0024,W4298",Word,1,R/W,1000,,,,,,,,,,"VLT Ventilation 305  setpunkter",
"MEL200_T280_DISP06","DB0083,D1278",DWord,1,R/W,1000,,,,,,,,,,"Disponibel",
"SVS670_L10_STATUS","DB0151,W0360",Word,1,R/W,1000,,,,,,,,,,"Linie 10 Receptlinie status",
"SVS670_L10_RVAREID","DB0151,D0362",DWord,1,R/W,1000,,,,,,,,,,"Linie 10 RåvareID",
"SVS670_L10_RECEPTMAENGDE","DB0151,D0348",DWord,1,R/W,1000,,,,,,,,,,"Linie 10 Recept mængde",
"278WT100FV","DB0048,D1400",DWord,1,R/W,1000,,,,,,,,,,"Float settings",
"SVS670_MP_SOVS_ST120","DB0151,D0440",DWord,1,R/W,1000,,,,,,,,,,"VLT Hastighed",
"SVS670_L10_RECEPTFORDELING","DB0151,D0344",DWord,1,R/W,1000,,,,,,,,,,"Linie 10 Fordeling for receptlinie",
"SVS670_L10_OPERATOERMAENGDE","DB0151,D0352",DWord,1,R/W,1000,,,,,,,,,,"Linie 10 Operatør mængde",
"SVS670_L10_DOSSTED","DB0151,W0366",Word,1,R/W,1000,,,,,,,,,,"Linie 10 Doseringssted",
"SVS670_MP_SOVS_ST130","DB0151,D0436",DWord,1,R/W,1000,,,,,,,,,,"Tid for luftudskub",
"MX305_RP_AFDAMPOFF","DB0081,D0238",DWord,1,R/W,1000,,,,,,,,,,"3xxSC100 tid off afdampning",
"278M100SV","DB0024,W1806",Word,1,R/W,1000,,,,,,,,,,"Udtræk silo 278  setpunkter",
"MX305_RP_AFDAMPON","DB0081,D0234",DWord,1,R/W,1000,,,,,,,,,,"3xxSC100 tid on afdampning",
"MX335_MP_SCALELAV","DB0150,D0574",DWord,1,R/W,1000,,,,,,,,,,"Skalering lav output 335PID100",
"MEL200_T280_DISP05","DB0083,D1274",DWord,1,R/W,1000,,,,,,,,,,"Disponibel",
"MX305_RP_AFDAMPSPEED","DB0081,D0230",DWord,1,R/W,1000,,,,,,,,,,"Hastighed afdampning 3xxSC100",
"277WT100SV","DB0047,W0272",Word,1,R/W,1000,,,,,,,,,,"Vejetransmitter silo 14 setpunkter",
"SVS670_L10_DISP1","DB0151,W0368",Word,1,R/W,1000,,,,,,,,,,"Linie 10 Disponibel",
"SVS670_L10_BATCHLINIEIDB","DB0151,W0342",Word,1,R/W,1000,,,,,,,,,,"Linie 10 Batch linie ID high word",
"SVS670_L10_BATCHLINIEIDA","DB0151,W0340",Word,1,R/W,1000,,,,,,,,,,"Linie 10 Batch linie ID low word",
"MX335_MP_SETPOINTWEIGHT","DB0150,D0222",DWord,1,R/W,1000,,,,,,,,,,"Ønsket vægt afdampning",
"MX335_MP_SPEEDSELECT","DB0150,W0188",Word,1,R/W,1000,,,,,,,,,,"Valg af tømmehastighed",
"SVS670_L10_BATCHLINIEID","DB0151,D0340",DWord,1,R/W,1000,,,,,,,,,,"Linie 10 Batch linie ID",
"SVS670_L10_AKTUELMAENGDE","DB0151,D0356",DWord,1,R/W,1000,,,,,,,,,,"Linie 10 Aktuel indvejet mængde",
"SVS670_L9_STATUS","DB0151,W0330",Word,1,R/W,1000,,,,,,,,,,"Linie 9 Receptlinie status",
"MX335_MP_SPEEDVENTPAST","DB0150,D0696",DWord,1,R/W,1000,,,,,,,,,,"Hast. ventilator i pasteruisering",
"MX335_MP_SPEEDVENTRETAINING","DB0150,D0692",DWord,1,R/W,1000,,,,,,,,,,"Luftflow ventilation i holdeperiode",
"277WT100FV","DB0048,D1360",DWord,1,R/W,1000,,,,,,,,,,"Float settings",
"SVS670_MP_SOVS_ST140","DB0151,D0432",DWord,1,R/W,1000,,,,,,,,,,"Delay efter 600LS100 frigjort",
"MX305_RP_AFDAMPTEMP","DB0081,D0250",DWord,1,R/W,1000,,,,,,,,,,"Produkttemp. afdampning",
"SVS670_MP_SOVS_ST150","DB0151,D0492",DWord,1,R/W,1000,,,,,,,,,,"Tid for luftskub til mixer 325",
"MEL200_T280_DISP04","DB0083,D1270",DWord,1,R/W,1000,,,,,,,,,,"Disponibel",
"MX305_RP_BLANDESPEED","DB0081,D0598",DWord,1,R/W,1000,,,,,,,,,,"Blandehastighed efter vand tilsætning",
"277M100SV","DB0024,W1792",Word,1,R/W,1000,,,,,,,,,,"Udtræk silo 277  setpunkter",
"SVS670_L9_RVAREID","DB0151,D0332",DWord,1,R/W,1000,,,,,,,,,,"Linie 9 RåvareID",
"MEL200_T280_DISP03","DB0083,D1266",DWord,1,R/W,1000,,,,,,,,,,"Disponibel",
"SVS670_L9_RECEPTMAENGDE","DB0151,D0318",DWord,1,R/W,1000,,,,,,,,,,"Linie 9 Recept mængde",
"305TT100FV","DB0048,D0040",DWord,1,R/W,1000,,,,,,,,,,"Float settings",
"MX335_MP_SPLITRANGE","DB0150,D0566",DWord,1,R/W,1000,,,,,,,,,,"Split range for mixer 335",
"MX305_RP_DAMPHYSBUND","DB0081,D0444",DWord,1,R/W,1000,,,,,,,,,,"Hysterese lav damptilsætning",
"MX335_RP_REVPROCON","DB0150,W0762",Word,1,R/W,1000,,,,,,,,,,"3xxSC100 Tid on processperiode reverse",
"MX335_RP_REVPROCSPEED","DB0150,D0766",DWord,1,R/W,1000,,,,,,,,,,"3xxSC100 Hastighed processperiode revers",
"305TT100SV","DB0047,W0008",Word,1,R/W,1000,,,,,,,,,,"Mixer 305 setpunkter",
"MEL200_T280_DISP02","DB0083,D1262",DWord,1,R/W,1000,,,,,,,,,,"Disponibel",
"276WT100SV","DB0047,W0264",Word,1,R/W,1000,,,,,,,,,,"Vejetransmitter silo 13 setpunkter",
"SVS670_L9_RECEPTFORDELING","DB0151,D0314",DWord,1,R/W,1000,,,,,,,,,,"Linie 9 Fordeling for receptlinie",
"MEL200_T280_DISP01","DB0083,D1258",DWord,1,R/W,1000,,,,,,,,,,"Disponibel",
"SVS670_L9_OPERATOERMAENGDE","DB0151,D0322",DWord,1,R/W,1000,,,,,,,,,,"Linie 9 Operatør mængde",
"305TT900FV","DB0048,D0320",DWord,1,R/W,1000,,,,,,,,,,"Float settings",
"MX335_RP_REVSALTOFF","DB0150,W0732",Word,1,R/W,1000,,,,,,,,,,"3xxSC100 Tid off tilsætning salt reverse",
"MX325_SOVS2MGRCP","DB0089,D0100",DWord,1,R/W,1000,,,,,,,,,,"Recept mængde tilsætning sovs 2",
"305TT900SV","DB0047,W0064",Word,1,R/W,1000,,,,,,,,,,"Vandkreds Mixer 305 setpunkter",
"MEL200_T280_DATABLOCK","DB0083,W1244",Word,1,R/W,1000,,,,,,,,,,"Datablok tank 280",
"MEL200_T279_VTUDVEJ","DB0083,D1204",DWord,1,R/W,1000,,,,,,,,,,"Holdevægt tank udvejning",
"MX335_MP_STARTWEIGHT","DB0150,D0218",DWord,1,R/W,1000,,,,,,,,,,"Start vægt afdampning",
"SVS670_L9_DOSSTED","DB0151,W0336",Word,1,R/W,1000,,,,,,,,,,"Linie 9 Doseringssted",
"MEL200_T279_VTKONTROL","DB0083,D1200",DWord,1,R/W,1000,,,,,,,,,,"Holdevægt tank kontrol",
"MX325_SOVS2MGAKT","DB0089,D0104",DWord,1,R/W,1000,,,,,,,,,,"Aktuel mængde tilsætning sovs 2",
"MEL200_T279_RVAREID","DB0083,D1196",DWord,1,R/W,1000,,,,,,,,,,"RåvareID tank 279",
"305WT100DOSV","DB0024,W2884",Word,1,R/W,1000,,,,,,,,,,"Kalibrering mixer 305 vægt  setpunkter",
"MEL200_T279_DISP09","DB0083,D1240",DWord,1,R/W,1000,,,,,,,,,,"Disponibel",
"SVS670_L9_DISP1","DB0151,W0338",Word,1,R/W,1000,,,,,,,,,,"Linie 9 Disponibel",
"305WT100FV","DB0048,D0120",DWord,1,R/W,1000,,,,,,,,,,"Float settings",
"MX325_SOVS1MGRCP","DB0089,D0070",DWord,1,R/W,1000,,,,,,,,,,"Recept mængde tilsætning sovs 1",
"MX325_SOVS1MGAKT","DB0089,D0074",DWord,1,R/W,1000,,,,,,,,,,"Aktuel mængde tilsætning sovs 1",
"MX325_RP_WEIGHTBEFOREPASTHOLD","DB0089,D0052",DWord,1,R/W,1000,,,,,,,,,,"Weight before pasteurizing hold temp",
"MX325_RP_WEIGHTBEFOREPAST","DB0089,D0048",DWord,1,R/W,1000,,,,,,,,,,"Weight before pasteurizing",
"305WT100SV","DB0047,W0024",Word,1,R/W,1000,,,,,,,,,,"Mixer 305 setpunkter",
"MEL200_T279_DISP08","DB0083,D1236",DWord,1,R/W,1000,,,,,,,,,,"Disponibel",
"MX325_RP_WEIGHTAFTERPASTHOLD","DB0089,D0056",DWord,1,R/W,1000,,,,,,,,,,"Weight After pasteurizing hold temp",
"MEL200_T279_DISP07","DB0083,D1232",DWord,1,R/W,1000,,,,,,,,,,"Disponibel",
"315AV100SV","DB0024,W0434",Word,1,R/W,1000,,,,,,,,,,"Bundventil mixer  setpunkter",
"MEL200_T279_DISP06","DB0083,D1228",DWord,1,R/W,1000,,,,,,,,,,"Disponibel",
"MX325_RP_WATERSAMPLESOVS2","DB0089,D0124",DWord,1,R/W,1000,,,,,,,,,,"Vandprocent før sovs 2",
"MEL200_T279_DISP05","DB0083,D1224",DWord,1,R/W,1000,,,,,,,,,,"Disponibel",
"315AV101SV","DB0024,W0448",Word,1,R/W,1000,,,,,,,,,,"Indløb til mixer  setpunkter",
"MEL200_T279_DISP04","DB0083,D1220",DWord,1,R/W,1000,,,,,,,,,,"Disponibel",
"MX325_RP_WATERSAMPLESOVS1","DB0089,D0094",DWord,1,R/W,1000,,,,,,,,,,"Vandprocent før sovs 1",
"MEL200_T279_DISP03","DB0083,D1216",DWord,1,R/W,1000,,,,,,,,,,"Disponibel",
"315AV102SV","DB0024,W0462",Word,1,R/W,1000,,,,,,,,,,"Stopventil åndefilter til mixer  setpunk",
"MEL200_T279_DISP02","DB0083,D1212",DWord,1,R/W,1000,,,,,,,,,,"Disponibel",
"MX325_RP_WATERSAMPLEBEFSOVS2","DB0089,W0128",Word,1,R/W,1000,,,,,,,,,,"Vandprøve før sovs 2",
"MEL200_T279_DISP01","DB0083,D1208",DWord,1,R/W,1000,,,,,,,,,,"Disponibel",
"315AV104SV","DB0024,W0476",Word,1,R/W,1000,,,,,,,,,,"Tømmeventil  setpunkter",
"MEL200_T279_DATABLOCK","DB0083,W1194",Word,1,R/W,1000,,,,,,,,,,"Datablok tank 279",
"MX325_RP_WATERSAMPLEBEFSOVS1","DB0089,W0098",Word,1,R/W,1000,,,,,,,,,,"Vandprøve før sovs 1",
"MEL200_T278_VTUDVEJ","DB0083,D1154",DWord,1,R/W,1000,,,,,,,,,,"Holdevægt tank udvejning",
"315AV105SV","DB0024,W0490",Word,1,R/W,1000,,,,,,,,,,"Prøveudtag  setpunkter",
"MEL200_T278_VTKONTROL","DB0083,D1150",DWord,1,R/W,1000,,,,,,,,,,"Holdevægt tank kontrol",
"MX325_RP_WATERSAMPLE","DB0089,D0032",DWord,1,R/W,1000,,,,,,,,,,"Aktuel vandprocent",
"MEL200_T278_RVAREID","DB0083,D1146",DWord,1,R/W,1000,,,,,,,,,,"RåvareID tank 278",
"315AV110SV","DB0024,W0504",Word,1,R/W,1000,,,,,,,,,,"Toplanse  setpunkter",
"MEL200_T278_DISP09","DB0083,D1190",DWord,1,R/W,1000,,,,,,,,,,"Disponibel",
"MEL200_T278_DISP08","DB0083,D1186",DWord,1,R/W,1000,,,,,,,,,,"Disponibel",
"315AV112SV","DB0024,W0518",Word,1,R/W,1000,,,,,,,,,,"Toplanse  setpunkter",
"MEL200_T278_DISP07","DB0083,D1182",DWord,1,R/W,1000,,,,,,,,,,"Disponibel",
"MEL200_T278_DISP06","DB0083,D1178",DWord,1,R/W,1000,,,,,,,,,,"Disponibel",
"315AV113SV","DB0024,W0532",Word,1,R/W,1000,,,,,,,,,,"Lanse top / Bund  setpunkter",
"MEL200_T278_DISP05","DB0083,D1174",DWord,1,R/W,1000,,,,,,,,,,"Disponibel",
"MX325_RP_VAEGTPULS","DB0089,D0610",DWord,1,R/W,1000,,,,,,,,,,"Vægt puls",
"MEL200_T278_DISP04","DB0083,D1170",DWord,1,R/W,1000,,,,,,,,,,"Disponibel",
"315AV114SV","DB0024,W0546",Word,1,R/W,1000,,,,,,,,,,"Bundlanse  setpunkter",
"MEL200_T278_DISP03","DB0083,D1166",DWord,1,R/W,1000,,,,,,,,,,"Disponibel",
"MX325_RP_TØRSTOFMGD","DB0089,D0386",DWord,1,R/W,1000,,,,,,,,,,"Tørstoftindhold i recept",
"MEL200_T278_DISP02","DB0083,D1162",DWord,1,R/W,1000,,,,,,,,,,"Disponibel",
"315AV115SV","DB0024,W0560",Word,1,R/W,1000,,,,,,,,,,"Bundlanse  setpunkter",
"MEL200_T278_DISP01","DB0083,D1158",DWord,1,R/W,1000,,,,,,,,,,"Disponibel",
"MX325_RP_TØMSPEEDFAST","DB0089,D0426",DWord,1,R/W,1000,,,,,,,,,,"Hastighed hurtig tømning 3xxSC100",
"MEL200_T278_DATABLOCK","DB0083,W1144",Word,1,R/W,1000,,,,,,,,,,"Datablok tank 278",
"315AV180SV","DB0024,W0574",Word,1,R/W,1000,,,,,,,,,,"NH3 måling  setpunkter",
"MEL200_T277_VTUDVEJ","DB0083,D1104",DWord,1,R/W,1000,,,,,,,,,,"Holdevægt tank udvejning",
"MX325_RP_TØMSPEED","DB0089,D0418",DWord,1,R/W,1000,,,,,,,,,,"Hastighed tømning 3xxSC100",
"MEL200_T277_VTKONTROL","DB0083,D1100",DWord,1,R/W,1000,,,,,,,,,,"Holdevægt tank kontrol",
"315AV181SV","DB0024,W2226",Word,1,R/W,1000,,,,,,,,,,"Dræn ventil NH3 måling  setpunkter",
"MEL200_T277_RVAREID","DB0083,D1096",DWord,1,R/W,1000,,,,,,,,,,"RåvareID tank 277",
"MX325_RP_TØMPULS","DB0089,W0456",Word,1,R/W,1000,,,,,,,,,,"Antalpulser 3xxAV104 of tømning",
"MX305_RCPID","DB0081,D0004",DWord,1,R/W,1000,,,,,,,,,,"Recept id for batch",
"315AV190SV","DB0024,W0588",Word,1,R/W,1000,,,,,,,,,,"Damp til lanse  setpunkter",
"MEL200_T277_DISP08","DB0083,D1136",DWord,1,R/W,1000,,,,,,,,,,"Disponibel",
"MX325_RP_TIMERS20","DB0089,D0654",DWord,1,R/W,1000,,,,,,,,,,"Afkølng 2",
"MEL200_T277_DISP07","DB0083,D1132",DWord,1,R/W,1000,,,,,,,,,,"Disponibel",
"315AV400SV","DB0024,W2702",Word,1,R/W,1000,,,,,,,,,,"Åben spjæld 1 Mixer 315  setpunkter",
"MEL200_T277_DISP06","DB0083,D1128",DWord,1,R/W,1000,,,,,,,,,,"Disponibel",
"MX335_MP_STATUS_VAEGT_MEL","DB0150,D0686",DWord,1,R/W,1000,,,,,,,,,,"Mel mængde korrigeret med afvigelse",
"MEL200_T277_DISP05","DB0083,D1124",DWord,1,R/W,1000,,,,,,,,,,"Disponibel",
"315AV401SV","DB0024,W2716",Word,1,R/W,1000,,,,,,,,,,"Åben spjæld 2 Mixer 315  setpunkter",
"MEL200_T277_DISP04","DB0083,D1120",DWord,1,R/W,1000,,,,,,,,,,"Disponibel",
"MX335_MP_TIDFORAFDAMP","DB0150,W0658",Word,1,R/W,1000,,,,,,,,,,"Tid inden frysning af vægt",
"MEL200_T277_DISP03","DB0083,D1116",DWord,1,R/W,1000,,,,,,,,,,"Disponibel",
"315AV402SV","DB0024,W4312",Word,1,R/W,1000,,,,,,,,,,"Spjaeld ventilation  setpunkter",
"MEL200_T277_DISP02","DB0083,D1112",DWord,1,R/W,1000,,,,,,,,,,"Disponibel",
"MX325_RP_TIDFORVENT_HOLDE","DB0089,W0664",Word,1,R/W,1000,,,,,,,,,,"Tid for ventilation i holdetid",
"MEL200_T277_DISP01","DB0083,D1108",DWord,1,R/W,1000,,,,,,,,,,"Disponibel",
"315AV500SV","DB0024,W0602",Word,1,R/W,1000,,,,,,,,,,"Procesvand til Mixer 315  setpunkter",
"MEL200_T277_DATABLOCK","DB0083,W1094",Word,1,R/W,1000,,,,,,,,,,"Datablok tank 277",
"MEL200_T276_VTUDVEJ","DB0083,D1054",DWord,1,R/W,1000,,,,,,,,,,"Holdevægt tank udvejning",
"315AV501SV","DB0024,W2044",Word,1,R/W,1000,,,,,,,,,,"Sterilisering af procesvandlinie  setpun",
"MEL200_T276_VTKONTROL","DB0083,D1050",DWord,1,R/W,1000,,,,,,,,,,"Holdevægt tank kontrol",
"MX325_RP_STEPTIME110","DB0089,W0592",Word,1,R/W,1000,,,,,,,,,,"Tid for soda tilsætning",
"MEL200_T276_RVAREID","DB0083,D1046",DWord,1,R/W,1000,,,,,,,,,,"RåvareID tank 276",
"315AV600SV","DB0024,W0616",Word,1,R/W,1000,,,,,,,,,,"Flavour til mixer  setpunkter",
"MEL200_T276_DISP09","DB0083,D1090",DWord,1,R/W,1000,,,,,,,,,,"Disponibel",
"MX325_RP_STEPTIME90","DB0089,W0590",Word,1,R/W,1000,,,,,,,,,,"Tid for køling",
